NAME,USER_ID,HOURS_DATASCIENCE,HOURS_BACKEND,HOURS_FRONTEND,HOURS_IA,HOURS_BDD,NUM_COURSES_BEGINNER_DATASCIENCE,NUM_COURSES_BEGINNER_BACKEND,NUM_COURSES_BEGINNER_FRONTEND,NUM_COURSES_BEGINNER_IA,NUM_COURSES_BEGINNER_BDD,NUM_COURSES_ADVANCED_DATASCIENCE,NUM_COURSES_ADVANCED_BACKEND,NUM_COURSES_ADVANCED_FRONTEND,NUM_COURSES_ADVANCED_IA,NUM_COURSES_ADVANCED_BDD,AVG_SCORE_DATASCIENCE,AVG_SCORE_BACKEND,AVG_SCORE_FRONTEND,AVG_SCORE_IA,AVG_SCORE_BDD,NB_CLICKS_DATASCIENCE,NB_CLICKS_BACKEND,NB_CLICKS_FRONTEND,NB_CLICKS_IA,NB_CLICKS_BDD,ORIENTATION,FAV_COURS,HAT_COURS,PROFILE
Leonard Davis,75972300,16,25,32,11.28737328,13.30018189,2,2,4,1,0,3,4,2,0,2,40,58,69,15.27350888,48.64331771,125,222,32,78,130,PRACTICE,FRONTEND,IA,intermediate_frontend
Lino Legros,55329471,36,32,47,15.39364801,13.72653159,6,6,1,1,0,8,5,8,2,1,83,47,54,77.78399025,1.180388826,240,1,409,41,91,PRACTICE,DATASCIENCE,BDD,intermediate_datascience
Jonathan Cisco,80230128,33,40,30,14.60400199,28.11683992,2,5,3,0,0,3,5,2,1,0,61,61,75,49.76244801,49.08496023,70,222,260,70,215,PRACTICE,FRONTEND,IA,intermediate_frontend
David Etheridge,41817951,8,4,13,5.194578597,3.405884056,0,3,6,1,2,3,4,2,2,2,88,85,85,27.60706552,30.00379713,53,31,89,31,23,PRACTICE,FRONTEND,IA,intermediate_frontend
Belle Scott,11652753,12,36,45,11.23536746,18.26508756,3,4,4,1,1,1,6,3,2,1,56,86,45,41.47158704,1.898107841,24,122,60,80,81,THEORY,BACKEND,BDD,intermediate_backend
Robert Coleman,96352047,58,62,32,3.712368103,29.81378244,4,4,2,1,0,3,2,3,1,2,73,62,83,47.9233165,39.85358154,345,286,137,34,32,THEORY,DATASCIENCE,IA,intermediate_datascience
Brent Richardson,95031353,12,35,55,9.896918848,11.91002635,3,7,3,0,1,1,4,7,0,0,81,88,81,68.52472068,24.58958155,25,291,88,39,113,THEORY,FRONTEND,BDD,intermediate_frontend
Lawrence Duff,24828636,53,24,20,15.49630485,4.250320663,4,0,7,1,0,0,4,4,2,1,64,38,58,5.882609777,5.747179895,500,146,84,91,18,PRACTICE,DATASCIENCE,BDD,intermediate_datascience
Kevin Myron,7362933,30,47,79,13.31758364,44.14464298,5,4,7,2,2,1,1,3,0,1,35,73,75,24.50489574,39.90492328,136,98,252,7,115,THEORY,FRONTEND,IA,intermediate_frontend
Dwayne Skiles,16157298,22,43.5522635,4,0.482093233,13.76598719,5,4,3,0,1,4,2,4,1,1,68,77,60,16.6556499,2.1730016,25,398,4,4,7,PRACTICE,BACKEND,BDD,intermediate_backend
Jerome Rosser,36079200,31,48,48,9.332428413,38.43319025,6,2,6,1,0,4,2,6,1,0,96,80,56,23.19332481,31.47310468,61,133,325,17,52,THEORY,BACKEND,IA,intermediate_backend
Jimmy Pattee,59139320,59,46,55,29.65524332,32.90596298,5,6,3,2,2,2,3,4,1,1,85,69,77,59.98745397,42.58389664,70,118,104,58,51,THEORY,DATASCIENCE,BDD,intermediate_datascience
Jason Houk,73649812,8,30,46,0.449408619,23.72752801,5,4,3,2,2,1,1,7,1,0,84,78,83,75.17527229,56.60802158,44,152,282,1,5,THEORY,FRONTEND,IA,intermediate_frontend
Rodney Hoffman,93056171,25,43,13,12.27739323,40.28102974,5,3,7,2,2,0,2,4,1,2,45,75,96,23.2213806,38.75573058,125,429,40,68,72,PRACTICE,BACKEND,IA,intermediate_backend
Mary Chaisson,88114487,46,59,0,42.64708893,36.77887485,2,2,1,2,0,0,2,2,0,2,71,70,38,33.05271478,4.319516528,381,395,0,47,239,PRACTICE,BACKEND,FRONTEND,intermediate_backend
Joseph Zager,35055986,69,15,54,7.272132049,13.46925515,2,2,7,2,1,1,4,2,1,1,63,50,38,51.35172249,38.17262388,139,108,118,30,26,THEORY,DATASCIENCE,BDD,intermediate_datascience
Charlotte Martin,927709,16,35,59,12.23105165,5.869406302,3,3,3,1,0,3,6,5,0,2,69,67,78,1.755939505,25.97075511,154,60,509,56,16,PRACTICE,FRONTEND,IA,intermediate_frontend
Joyce Webb,66209484,43,34,4,17.6158553,21.30822758,2,6,3,2,2,4,6,6,1,2,81,67,61,57.27221784,12.10994579,371,212,13,139,53,PRACTICE,DATASCIENCE,BDD,intermediate_datascience
Alvin Kelley,99423107,48,91,0,31.4483383,70.27708078,6,3,4,0,2,4,6,3,0,2,73,71,94,4.097183383,18.79888393,308,84,0,88,358,THEORY,BACKEND,IA,intermediate_backend
Maria Williamson,92846220,26,52,53,6.766151548,14.1253388,5,4,9,1,0,3,1,2,1,1,58,89,73,14.17620638,59.40444589,225,100,88,15,104,THEORY,BACKEND,IA,intermediate_backend
Cody Smith,35149344,33,49,40,5.263244664,36.29693626,1,2,2,1,1,2,8,1,1,1,57,59,75,38.02279058,11.66916778,300,191,140,13,290,PRACTICE,FRONTEND,IA,intermediate_frontend
Beth Hogue,68756445,48,78,48,7.702205485,60.72119267,5,5,4,2,0,4,4,4,0,0,73,77,62,27.75422399,6.784901435,205,486,277,61,184,PRACTICE,BACKEND,IA,intermediate_backend
Virginia Crew,78528571,49,84,9,3.454105337,69.81978831,3,0,3,2,1,2,0,7,2,2,71,0,59,20.96091784,0,330,472,19,24,345,PRACTICE,DATASCIENCE,IA,intermediate_datascience
Carol Tice,83450833,24,0,0,4.455520918,0,5,5,2,1,1,5,2,5,1,0,87,100,76,43.87515641,64.59002669,106,0,0,4,0,THEORY,DATASCIENCE,IA,intermediate_datascience
Leonora Homa,66181010,23,16,0,15.27704585,10.90570544,4,3,5,0,0,6,2,8,0,0,76,87,79,64.58992316,38.71616295,199,48,0,108,101,PRACTICE,BACKEND,BDD,intermediate_backend
Ricky Feldkamp,66800269,21,48,43,18.51550285,14.6041576,2,6,3,1,1,3,5,2,0,2,65,69,63,27.68993656,34.84522523,39,350,235,113,96,PRACTICE,BACKEND,IA,intermediate_backend
Basilia Dye,67856004,60,42,0,48.84754114,31.03969627,6,4,4,1,1,3,7,1,2,0,59,56,62,31.43997223,46.58193254,479,251,0,15,25,THEORY,DATASCIENCE,FRONTEND,intermediate_datascience
Davida Scholtens,15296820,56,75,13,38.36752135,34.72302489,1,6,0,2,2,2,4,4,1,1,69,55,29,10.90009646,18.62126471,450,186,42,38,224,THEORY,BACKEND,FRONTEND,intermediate_backend
Kraig Ellsworth,79151728,0,54,28,0,32.26739622,2,3,0,0,2,1,3,4,2,2,93,49,36,41.35166275,42.31997716,0,74,227,0,199,THEORY,BACKEND,IA,intermediate_backend
Edwin Smith,9795713,56,55,34,16.19449699,22.87119898,4,0,3,2,2,7,5,0,0,2,66,67,61,1.091694793,58.52915821,235,205,298,72,160,PRACTICE,DATASCIENCE,IA,intermediate_datascience
Raphael Hatfield,43132409,18,55,27,5.576523756,8.909060981,5,6,2,2,2,0,6,0,1,2,91,60,76,76.27023842,30.72139295,101,42,115,8,16,THEORY,BACKEND,BDD,intermediate_backend
William Lord,56498335,46,52,41,11.49801953,9.257535539,7,0,8,2,1,3,8,8,2,1,74,61,67,15.30575016,1.019135336,271,375,158,35,10,PRACTICE,DATASCIENCE,BDD,intermediate_datascience
Juanita Gonzalez,53144411,61,72,5,31.41534524,5.584961323,3,7,4,2,1,0,4,0,1,0,69,71,45,63.47229256,65.49058475,609,210,27,73,40,PRACTICE,BACKEND,FRONTEND,intermediate_backend
Effie Harkin,5790692,0,36,44,0,22.25061647,5,8,4,0,2,0,5,2,0,1,93,70,56,33.26591267,9.793322668,0,218,193,0,106,PRACTICE,BACKEND,BDD,intermediate_backend
Julie Deane,657422,15,58,38,5.353289628,49.22102708,5,2,4,2,0,5,1,3,2,0,86,75,72,71.88529482,39.54006499,57,88,3,48,127,THEORY,BACKEND,IA,intermediate_backend
James Croteau,28048147,40,24,53,14.15156635,0.50008383,3,3,4,2,2,6,4,2,0,1,51,80,71,19.87058926,53.77883165,192,30,358,23,2,THEORY,FRONTEND,IA,intermediate_frontend
Anna Seawright,51637924,33,53,5,27.34233473,3.510693611,3,6,0,0,0,2,4,3,0,1,80,78,46,12.21866686,7.417775746,303,415,9,31,11,PRACTICE,BACKEND,BDD,intermediate_backend
Nathan Hanna,6958860,41,52,20,32.36100678,23.7882836,3,3,4,1,0,4,8,0,2,2,64,60,66,32.23841277,45.01457726,174,375,64,73,154,THEORY,BACKEND,IA,intermediate_backend
Diana Bullard,52285023,42,54,1,12.92742493,39.83691975,8,3,4,2,2,4,5,0,2,1,73,50,61,19.02295246,30.65241743,409,364,9,55,91,PRACTICE,DATASCIENCE,IA,intermediate_datascience
Robert Bell,66173717,60,68,45,54.82730663,10.72411984,3,6,3,1,0,3,3,0,2,1,61,49,44,19.70299684,32.97360084,395,152,448,273,22,PRACTICE,DATASCIENCE,BDD,intermediate_datascience
Lashanda Ross,32683397,15,23,75,14.29222526,6.24798035,4,2,9,2,0,5,3,1,0,0,67,100,65,21.18051624,15.38532782,53,98,14,66,8,THEORY,FRONTEND,BDD,intermediate_frontend
Ruth Ross,74746953,37,42,19,12.08947406,9.744260454,7,2,7,2,2,0,8,2,1,0,71,60,57,24.5545866,16.31145603,303,170,52,37,43,PRACTICE,DATASCIENCE,BDD,intermediate_datascience
Paul Hopwood,82294365,13,0,75,4.607524334,0,3,0,9,0,1,5,2,1,1,1,66,100,64,32.87611952,30.25866526,75,0,391,0,0,PRACTICE,FRONTEND,BDD,intermediate_frontend
Olga Gillins,32190648,41,47,16,20.73100029,10.57493782,6,3,7,0,0,3,4,6,1,2,68,72,58,8.682870749,10.82870797,268,16,124,121,64,THEORY,BACKEND,BDD,intermediate_backend
Bernadine Harker,88883800,40,77,0,37.6448325,27.15009825,2,2,3,1,2,0,7,1,1,2,76,63,61,19.58027415,35.65866464,59,416,0,211,269,PRACTICE,BACKEND,IA,intermediate_backend
Selena Puccio,43762537,56,40,54,49.07388826,29.14170395,2,5,0,2,1,4,4,5,1,0,57,78,77,36.04220756,5.975744124,199,200,160,189,86,THEORY,FRONTEND,BDD,intermediate_frontend
Paul Ewing,80210670,28,54,31,2.871902952,32.99449942,6,4,8,0,1,0,2,3,1,0,62,75,91,46.85351713,19.24440077,68,136,188,14,11,THEORY,BACKEND,IA,intermediate_backend
Cora Bragg,47833652,0,32,29,0,2.597814573,4,1,0,2,1,5,5,3,2,2,70,76,90,17.06666051,57.85328632,0,215,196,0,10,PRACTICE,FRONTEND,IA,intermediate_frontend
John Galloway,93903578,64,55,52,35.41575614,35.07601164,6,4,1,2,1,1,5,2,1,0,55,81,60,14.41065553,19.20434322,365,339,228,87,233,PRACTICE,BACKEND,IA,intermediate_backend
Leanne Goldsberry,99937386,23,60,22,11.57204687,28.62463029,7,1,1,1,1,2,8,2,0,0,55,71,90,26.29176227,13.81052819,108,573,152,69,129,PRACTICE,BACKEND,IA,intermediate_backend
Luis Brown,56282749,71,60,62,13.76427782,56.07393448,5,3,0,2,0,2,5,2,0,0,45,73,64,44.14940138,10.33405109,341,488,577,26,395,PRACTICE,BACKEND,IA,intermediate_backend
Catherine Barksdale,26843454,45,49,55,38.6467547,14.17591154,5,4,3,0,1,0,3,4,1,2,55,51,78,30.26086419,31.47067642,334,332,467,246,12,PRACTICE,FRONTEND,BDD,intermediate_frontend
Grace Jones,65386580,57,30,40,38.58562463,21.78499259,5,3,6,1,0,2,6,2,0,2,61,68,55,49.62324741,30.87426954,530,69,152,224,111,PRACTICE,DATASCIENCE,BDD,intermediate_datascience
Vincent Ferrier,82107468,37,50,38,31.00260987,36.54304115,6,2,4,0,2,5,4,3,0,1,73,66,81,67.06352643,14.51613582,107,378,144,70,248,THEORY,FRONTEND,BDD,intermediate_frontend
Edmund Griswold,43462827,45,73,26,38.64439257,16.16955701,6,2,6,1,2,4,3,4,1,0,67,70,100,42.67120446,14.27031902,410,333,100,242,29,PRACTICE,BACKEND,BDD,intermediate_backend
Kenneth Emanuele,52260319,57,65,91,42.65628366,58.70953562,4,2,1,1,2,4,3,4,2,1,44,48,51,22.84282536,47.46314422,60,74,811,277,64,THEORY,FRONTEND,IA,intermediate_frontend
Misty Clarke,1798937,32,51,48,14.05473924,25.05034322,4,3,1,2,1,1,4,1,2,1,78,60,44,59.634835,4.006322364,76,214,430,6,84,THEORY,BACKEND,BDD,intermediate_backend
Thomas Mcneal,92320188,0,6,61,0,4.073300201,0,7,4,1,2,2,5,3,1,1,93,71,74,29.6558246,52.79948865,0,52,521,0,22,PRACTICE,FRONTEND,IA,intermediate_frontend
Clinton Taylor,62610458,60,20,22,9.621924367,2.917111178,3,4,3,1,0,3,3,10,2,0,89,88,92,86.56230306,80.52624849,486,196,188,65,4,PRACTICE,DATASCIENCE,BDD,intermediate_datascience
Mary Clay,8628158,52,71,5,35.02956171,18.30407811,8,2,4,2,0,4,4,2,2,2,76,60,100,36.12846387,26.7221298,185,70,4,153,32,THEORY,BACKEND,BDD,intermediate_backend
Adriana Browne,51942918,12,35,36,2.151039069,20.51374913,1,3,6,1,1,4,2,6,1,0,66,83,65,61.26736284,39.97463857,92,100,191,13,104,THEORY,BACKEND,BDD,intermediate_backend
Juan Flores,56160496,30,42,59,20.81848772,13.39914527,2,0,4,1,1,5,2,3,0,2,70,88,77,53.18521371,75.06545625,120,133,148,202,32,THEORY,FRONTEND,IA,intermediate_frontend
Robert Gonzales,86523378,17,68,63,3.903168733,33.97911846,6,0,7,0,2,6,6,6,2,0,66,65,81,13.95962772,0.939084299,31,425,371,26,2,THEORY,FRONTEND,IA,intermediate_frontend
Susan Graves,72689219,79,40,32,9.286552712,14.96020797,7,4,4,0,1,5,6,0,1,2,60,50,49,13.24184126,9.488595276,529,213,210,19,52,PRACTICE,DATASCIENCE,IA,intermediate_datascience
Blake Merrow,54301499,10,21,34,1.652844901,13.45162973,3,5,6,2,1,6,5,1,0,1,90,62,55,31.48466896,44.25654892,8,188,175,3,109,PRACTICE,DATASCIENCE,IA,intermediate_datascience
Scott Stancil,37209568,30,45,42,0.059764057,21.92154133,4,5,1,1,2,1,7,1,2,0,78,54,67,29.01932213,27.77008849,177,10,141,0,163,THEORY,FRONTEND,IA,intermediate_frontend
John Landeros,50108038,39,24,26,28.0308451,0.110638463,1,6,0,2,1,4,5,2,1,2,68,85,65,1.019864968,82.21251531,139,36,259,77,0,THEORY,BACKEND,IA,intermediate_backend
Elmer Rautenstrauch,45431928,15,16,66,10.98601574,10.39489341,2,0,3,2,0,1,8,7,2,1,38,64,73,32.52015052,13.53937181,17,145,443,52,102,PRACTICE,FRONTEND,BDD,intermediate_frontend
Janice Bishop,31014056,25,38,9,12.87333375,16.04061917,4,4,3,2,1,1,8,1,2,1,62,61,54,14.90779167,54.08526419,40,106,8,83,6,THEORY,BACKEND,IA,intermediate_backend
Charles Brown,5308783,51,44,51,8.229502854,15.03472698,5,5,4,0,2,2,3,3,1,1,58,82,47,47.83662757,81.98873001,407,86,325,78,110,PRACTICE,BACKEND,IA,intermediate_backend
Robert Orvis,59786539,66,11,41,5.514586276,1.035614275,3,6,4,2,0,1,2,3,0,1,58,75,41,28.00670298,0.094487654,569,74,408,12,3,PRACTICE,DATASCIENCE,BDD,intermediate_datascience
Carrie Barnes,83330013,5,21,18,0.095644832,4.627763502,4,2,7,1,2,3,1,3,1,2,62,80,76,36.70605425,23.08232178,17,101,35,0,0,THEORY,BACKEND,BDD,intermediate_backend
Ammie Viola,82913302,115,6,53,19.06104035,1.342633749,3,7,10,0,2,3,5,0,0,2,46,38,76,24.67674235,37.28678317,82,32,225,81,5,THEORY,DATASCIENCE,BDD,intermediate_datascience
Mark Stover,6888699,0,39,25,0,36.47941048,3,0,3,0,1,7,0,7,1,1,76,0,80,71.79584153,0,0,230,225,0,351,PRACTICE,FRONTEND,BDD,intermediate_frontend
Evelyn Hookano,78902487,1,9,37,0.241536842,3.892616773,1,1,9,0,2,2,5,0,1,1,29,55,69,12.12124675,5.309995041,6,6,145,1,28,THEORY,FRONTEND,BDD,intermediate_frontend
Felicia Usher,64140217,13,36,42,4.605527254,1.5143705,6,0,6,1,0,6,2,6,2,1,96,74,87,37.32133759,19.02395517,128,357,157,16,13,PRACTICE,FRONTEND,BDD,intermediate_frontend
Bernie Dunkin,90470104,30,43,62,3.160364534,5.969117336,5,3,2,2,0,1,5,4,0,1,51,78,63,31.35974594,48.93906893,32,300,410,6,9,PRACTICE,FRONTEND,IA,intermediate_frontend
Cory Updike,62034342,58,50,12,12.89695568,3.951633787,4,5,1,2,0,6,0,3,0,1,73,68,76,27.87505217,16.85104677,432,34,49,100,27,THEORY,DATASCIENCE,BDD,intermediate_datascience
Minnie Urban,63853011,37,31,25,19.21130912,18.2549511,1,6,7,0,0,5,5,3,0,0,75,64,61,45.55845133,25.06390463,354,33,97,80,120,PRACTICE,DATASCIENCE,BDD,intermediate_datascience
Richard Grove,26535346,56,37,25,34.03415025,6.904995188,2,7,4,0,1,2,5,0,2,2,68,81,69,38.92158953,20.53981222,458,280,178,226,39,PRACTICE,DATASCIENCE,BDD,intermediate_datascience
Tawnya Mendez,42599144,0,50,61,0,24.92788201,4,0,7,2,2,4,2,6,1,2,91,92,91,70.5287547,27.50199476,0,496,470,0,232,PRACTICE,FRONTEND,BDD,intermediate_frontend
Terry Loftin,88836193,16,52,23,0.923714548,19.24322727,3,7,4,1,1,0,6,4,2,0,79,73,66,78.20587217,24.90201299,84,173,158,9,184,PRACTICE,BACKEND,BDD,intermediate_backend
Pamela Olson,13137325,56,37,38,21.89784067,29.74342595,2,7,3,0,0,3,5,3,1,2,65,63,56,63.5256415,33.08772975,84,106,69,119,243,THEORY,DATASCIENCE,BDD,intermediate_datascience
Carol Kaminsky,53180728,56,48,46,13.11538877,15.38350259,4,7,4,0,1,4,4,1,1,1,66,61,52,8.16875717,47.56435399,78,447,247,85,18,THEORY,DATASCIENCE,IA,intermediate_datascience
Billy Hansen,64272735,0,0,50,0,0,0,0,11,1,2,2,4,2,1,2,57,73,57,25.77073883,40.18749277,0,0,448,0,0,PRACTICE,FRONTEND,IA,intermediate_frontend
Jared Toyoshima,7034802,11,0,61,10.55849083,0,3,0,6,0,2,8,4,1,1,1,57,66,45,24.07445033,16.23200334,100,0,10,30,0,THEORY,FRONTEND,BDD,intermediate_frontend
Richard Bittner,54243350,66,58,14,40.67583207,25.13437,2,2,4,1,1,6,2,4,1,2,64,72,53,12.20303278,47.20860192,579,401,68,331,173,PRACTICE,DATASCIENCE,IA,intermediate_datascience
Andrew Brinkly,4816542,0,19,40,0,15.07109518,3,2,8,2,2,1,4,3,2,0,52,64,69,38.6741715,53.26592854,0,15,60,0,87,THEORY,FRONTEND,IA,intermediate_frontend
Tony Paetzold,92680155,32,52,22,13.30480331,34.40758652,5,1,0,2,0,0,4,4,0,2,78,35,28,75.546484,22.72268366,55,262,213,40,170,THEORY,DATASCIENCE,FRONTEND,intermediate_datascience
Emily Dennig,75111392,47,55,60,20.16038367,22.57910127,6,6,1,0,1,2,4,3,1,1,66,87,70,10.07356427,69.60807582,412,337,62,142,128,PRACTICE,BACKEND,IA,intermediate_backend
Mario Brown,12899884,69,64,26,37.32244526,32.25484324,3,0,2,2,2,6,4,5,2,0,53,70,68,14.4290584,31.44645704,186,193,159,299,311,PRACTICE,BACKEND,IA,intermediate_backend
Patricia Hernandez,17109565,80,34,50,55.71438456,32.8849175,5,3,2,1,0,7,3,4,2,1,57,50,78,48.73621092,46.21700392,436,279,489,428,285,PRACTICE,DATASCIENCE,BDD,intermediate_datascience
Florence Wegner,10447817,61,38,58,42.83091187,25.14123687,4,3,4,0,1,2,2,2,2,2,67,36,66,20.4524886,22.10808759,0,296,541,248,179,PRACTICE,DATASCIENCE,BDD,intermediate_datascience
Cecilia Moore,61215859,49,38,28,8.413001478,34.38981859,5,7,2,1,2,4,4,4,2,0,57,85,74,25.1518663,60.46012485,118,187,259,63,313,PRACTICE,BACKEND,IA,intermediate_backend
Annie Smith,83676988,34,49,1,17.00383357,8.75916667,5,4,2,2,2,3,10,2,2,1,64,66,55,47.38288974,7.309280844,185,375,1,34,46,PRACTICE,BACKEND,BDD,intermediate_backend
Leonard Arriaga,97273163,0,19,43,0,9.181486969,0,4,5,2,0,5,4,5,1,2,75,74,67,9.450864431,46.5567947,0,128,379,0,31,PRACTICE,FRONTEND,IA,intermediate_frontend
Gregory Hastings,54038180,33,53,21,28.72738989,48.1590685,3,1,4,2,2,7,2,5,0,0,72,69,82,37.95409781,1.995015074,202,386,196,199,90,PRACTICE,BACKEND,BDD,intermediate_backend
Sandra Byker,64130784,0,30,23,0,9.678361843,5,2,8,0,1,4,2,8,1,2,96,100,59,10.52808702,16.37405894,0,178,140,0,57,PRACTICE,BACKEND,IA,intermediate_backend
Daniel Waits,27786330,67,63,41,35.67777245,60.96284448,4,0,2,1,0,6,5,6,1,0,20,73,86,6.107249259,51.00332883,377,21,370,94,483,PRACTICE,BACKEND,IA,intermediate_backend
Dianna Crawford,76395131,33,21,48,3.808023192,2.0386273,4,3,5,0,1,0,5,4,0,2,53,64,70,12.55670841,43.25710184,112,179,422,16,1,PRACTICE,FRONTEND,IA,intermediate_frontend
Spencer Sewell,27217100,50,39,18,30.28189447,35.20417564,5,4,6,2,0,2,3,1,1,0,54,76,69,39.43254121,37.71638888,251,141,84,130,307,PRACTICE,BACKEND,IA,intermediate_backend
Allen Mckenna,94178677,4,66,62,0.468815623,29.38400006,2,4,5,2,2,6,6,3,0,1,83,42,63,12.50550741,27.62601512,22,597,283,3,78,PRACTICE,FRONTEND,IA,intermediate_frontend
Jess Bennett,32766546,27,57,42,9.10457754,4.203417413,5,7,3,0,0,2,3,4,1,2,49,81,49,32.43462956,66.38612755,100,107,52,1,31,THEORY,BACKEND,IA,intermediate_backend
Martha Finch,18912467,19,65,5,2.713997331,57.16890352,2,4,6,1,0,1,4,3,0,2,69,69,52,39.71695159,57.55050121,155,261,10,7,327,PRACTICE,BACKEND,IA,intermediate_backend
Gregory Mcdaniel,65052796,62,47,19,42.90856612,11.84118998,8,2,6,2,1,2,5,2,2,2,65,53,71,43.9273392,47.1430995,398,64,0,125,74,THEORY,DATASCIENCE,BDD,intermediate_datascience
Sallie Dycus,63219498,29,42,58,5.981311301,0.934505271,3,2,2,1,2,7,3,3,0,0,43,58,52,37.69290383,51.6271728,98,199,352,13,6,THEORY,FRONTEND,IA,intermediate_frontend
Howard Washington,53755970,65,72,5,25.47085926,9.778111601,3,1,5,2,1,5,2,6,1,0,48,59,52,25.63784923,33.34531775,181,167,45,156,34,THEORY,BACKEND,BDD,intermediate_backend
Brian Chan,11098853,59,54,55,52.84481188,35.59219606,2,0,1,0,1,3,8,1,1,2,46,59,81,33.14789711,20.82397849,542,271,309,189,271,PRACTICE,FRONTEND,BDD,intermediate_frontend
Gregory Browning,12937315,61,78,0,12.46329939,76.26929615,8,4,5,2,2,6,6,4,0,0,49,80,87,39.42299917,0.023246947,552,84,0,9,546,PRACTICE,BACKEND,IA,intermediate_backend
Candy Edwards,60948364,79,46,15,40.11660005,5.127258421,3,5,4,0,0,6,5,9,2,1,53,69,47,36.86822935,64.25655218,8,5,22,302,24,THEORY,DATASCIENCE,FRONTEND,intermediate_datascience
Darleen Banks,77335783,48,73,48,20.12503974,33.72220751,3,4,8,0,1,0,1,3,1,2,33,57,71,10.52912932,11.25032503,77,214,479,144,266,PRACTICE,BACKEND,IA,intermediate_backend
Betty Gonzalez,13805565,74,28,37,1.341179037,5.057823427,6,7,5,0,0,3,3,2,2,1,65,70,59,62.49514424,58.30370846,310,113,35,10,33,THEORY,DATASCIENCE,BDD,intermediate_datascience
Sarah Frank,17210509,44,41,16,34.881357,30.5464979,4,3,0,2,2,2,4,5,0,2,70,58,45,4.25191069,14.54217849,80,214,70,31,57,THEORY,DATASCIENCE,IA,intermediate_datascience
Peggy Ghaemmaghami,90032125,71,101,5,4.902259348,11.92394888,4,0,2,1,0,2,2,7,0,2,49,67,66,18.24301068,21.56191914,353,690,19,6,116,PRACTICE,BACKEND,IA,intermediate_backend
Thomas Black,15559468,71,0,64,33.67210649,0,1,2,6,1,2,4,6,1,0,2,54,29,72,44.35084308,5.986796065,556,0,197,291,0,PRACTICE,FRONTEND,BDD,intermediate_frontend
Johnnie Thompson,19205142,28,37,93,15.69899226,7.267020803,5,1,5,2,2,1,1,5,2,1,40,92,74,13.99627551,71.370318,112,327,25,90,25,THEORY,FRONTEND,IA,intermediate_frontend
Paula Baley,4331795,53,34,23,33.3066022,18.78567253,6,7,0,0,0,4,4,0,2,0,70,52,67.1104446,38.21480473,22.64290509,292,27,104,144,87,THEORY,DATASCIENCE,BDD,intermediate_datascience
Raymond Maddox,31203928,0,43,69,0,37.54691596,2,3,0,1,2,4,7,2,0,1,90,65,59,12.10423559,62.52276547,0,325,38,0,1,THEORY,FRONTEND,IA,intermediate_frontend
Christine Shulda,23488297,66,81,36,16.71597731,41.39830629,4,3,1,1,1,11,7,4,0,1,55,29,70,47.12751821,23.48215556,260,278,296,48,117,THEORY,DATASCIENCE,IA,intermediate_datascience
Glenda Mirabal,73268831,9,20,59,0.08980899,1.164869055,3,5,1,2,1,5,6,1,0,1,89,78,79,82.87327249,44.18471315,69,66,463,0,11,PRACTICE,FRONTEND,BDD,intermediate_frontend
Darryl Snyder,19863485,13,9,58,9.404767611,5.070500375,1,0,3,0,0,7,4,3,2,2,46,72,59,45.26493974,56.38346352,7,37,403,36,50,PRACTICE,FRONTEND,IA,intermediate_frontend
Ernest Kunz,62123738,33,38,10,17.67666778,30.30579797,3,3,2,1,1,6,0,3,2,0,76,81,91,5.859197604,68.23254844,84,88,95,101,237,THEORY,BACKEND,IA,intermediate_backend
William Wilson,25699337,32,37,0,26.7557665,4.8897793,3,2,1,2,2,2,3,3,2,0,85,69,52,16.92890259,63.28031157,153,139,0,145,35,THEORY,DATASCIENCE,IA,intermediate_datascience
Derrick Santana,38743746,83,20,47,68.17523412,1.454224287,5,8,6,2,1,7,6,5,0,0,59,59,70,29.20447992,4.718025432,299,81,101,354,13,THEORY,DATASCIENCE,BDD,intermediate_datascience
Scott Ball,36845605,34,65,8,28.6730897,12.20750554,1,2,4,0,1,2,5,2,2,0,74,63,57,20.17338872,50.47368795,66,399,71,213,87,PRACTICE,BACKEND,IA,intermediate_backend
Kirby Vasquez,45773926,52,23,34,25.22492232,17.15998542,7,4,6,2,0,1,6,7,1,1,75,78,90,48.19682855,14.34492585,227,180,332,172,46,PRACTICE,DATASCIENCE,BDD,intermediate_datascience
Darlene Shell,52543918,56,26,28,18.68319017,15.38369091,3,4,6,0,2,2,8,2,2,0,47,79,38,39.73542685,72.37535272,163,46,74,102,76,THEORY,BACKEND,IA,intermediate_backend
Peggy Rembert,5311253,40,12,21,31.6623281,6.487135848,2,4,3,1,1,1,3,3,2,1,73,65,64,9.276201965,12.21192448,72,82,160,73,25,THEORY,DATASCIENCE,BDD,intermediate_datascience
Zelma Heimbach,63239615,11,15,29,4.964235243,3.742198419,9,2,5,2,2,3,0,5,1,1,59,68,73,0.18814153,11.70277288,1,47,258,44,17,PRACTICE,FRONTEND,IA,intermediate_frontend
Rochelle Mansour,49573021,19,77,5,3.485401732,25.58221783,3,1,7,1,0,1,10,5,2,0,59,57,53,58.63010079,28.15204789,48,205,8,18,129,THEORY,BACKEND,BDD,intermediate_backend
