NAME,USER_ID,HOURS_DATASCIENCE,HOURS_BACKEND,HOURS_FRONTEND,NUM_COURSES_BEGINNER_DATASCIENCE,NUM_COURSES_BEGINNER_BACKEND,NUM_COURSES_BEGINNER_FRONTEND,NUM_COURSES_ADVANCED_DATASCIENCE,NUM_COURSES_ADVANCED_BACKEND,NUM_COURSES_ADVANCED_FRONTEND,AVG_SCORE_DATASCIENCE,AVG_SCORE_BACKEND,AVG_SCORE_FRONTEND,PROFILE
Elizabeth Campbell,68378776,28,11,74,1,4,2,6,5,4,79,59,74,beginner_backend
Romelia Gibson,77066072,56,21,47,3,5,4,8,5,2,90,90,68,beginner_data_science
Rosenda Geller,45413317,43,10,71,2,5,2,0,5,1,46,66,44,advanced_front_end
Michael Todd,59974429,46,0,48,4,5,5,5,9,1,79,72,86,beginner_front_end
Grace Kwak,52158515,67,35,40,4,3,4,3,5,2,64,56,66,advanced_data_science
Kyle Johnston,40146786,12,96,57,6,6,2,7,7,5,74,79,85,advanced_front_end
Judy Pless,86588675,32,49,25,3,4,3,1,7,4,71,72,80,beginner_backend
Brian Bobrow,53234910,13,31,48,2,5,3,0,9,2,71,59,70,beginner_backend
Anita Griffith,59232634,27,64,70,5,1,4,4,7,4,57,51,59,advanced_front_end
Morris Hunter,71767723,39,14,47,3,5,3,1,5,2,61,76,53,advanced_front_end
Ruth Kosiorek,70084565,41,65,0,5,2,2,4,1,6,76,64,66,beginner_backend
Thomas Pierce,5270033,51,28,42,3,3,2,4,5,3,68,56,56,beginner_front_end
Christopher Phillips,32691599,55,63,40,5,4,4,4,2,3,64,47,83,advanced_data_science
Mark Driskell,18808098,36,43.5522635,10,5,4,1,3,5,2,79,76,75,beginner_backend
Robert Long,31018629,0,51,7,1,4,2,0,4,3,95,85,72,beginner_backend
Nancy Simmons,43887836,22,0,0,10,6,6,3,3,5,89,88,74,advanced_backend
Bruce Yantzer,18534447,10,64,51,6,1,7,8,4,8,83,64,61,advanced_backend
Anthony Shepherd,81689206,37,32,56,1,4,5,5,5,2,56,90,74,beginner_data_science
Wesley Nixon,63654415,57,93,12,3,0,3,2,1,3,69,80,57,beginner_backend
Tammy Curry,18041026,55,7,38,4,3,4,4,4,2,68,56,68,beginner_front_end
Louise Pesce,26336682,27,10,49,1,1,4,5,7,1,58,68,64,beginner_data_science
Catherine Davidson,24596356,45,58,37,3,8,4,4,5,2,56,64,52,advanced_front_end
Robert Cole,76502909,47,68,23,6,5,3,4,5,3,66,80,87,advanced_data_science
Tonya Krause,18025373,29,45,85,7,4,8,1,0,3,89,88,70,beginner_data_science
Delia Russo,2079953,41,76,46,2,2,7,2,6,5,60,58,76,advanced_data_science
Dewayne Crane,44649873,44,5,0,5,4,2,7,2,5,81,84,68,advanced_backend
Angel Stetson,88831787,0,42,44,7,2,8,4,4,6,80,79,92,advanced_backend
Marietta Lilly,44435270,33,57,11,3,3,2,1,8,0,85,55,73,beginner_backend
Dean Wilson,57158030,23,60,25,4,5,5,6,4,5,49,72,53,advanced_backend
Susan Briscoe,91622554,23,28,40,5,2,2,5,3,3,47,43,54,beginner_data_science
David Moreno,81927730,0,0,48,1,0,6,8,5,1,85,82,53,beginner_data_science
George Woodard,29241436,78,2,17,4,3,4,2,7,3,48,71,57,advanced_data_science
Peter Smith,93607998,7,46,0,4,5,2,2,3,4,76,63,71,beginner_backend
Joyce Schutt,17733663,35,51,33,5,7,1,0,2,6,40,55,98,beginner_data_science
Norma Castro,72758406,51,43,9,8,2,6,4,2,1,56,63,78,advanced_data_science
Alvin Fleming,1869602,27,55,27,3,6,8,0,2,4,43,71,89,beginner_data_science
Cara Marquez,34752454,18,25,70,3,1,4,1,7,4,64,61,55,advanced_front_end
Dorothy Riveria,90437413,14,28,43,3,4,5,0,2,3,60,86,86,advanced_data_science
Carol Towe,59929817,8,46,37,5,2,10,5,1,12,94,88,67,advanced_backend
Adrian Buhmann,49554263,52,25,19,3,4,4,1,4,2,71,60,60,beginner_front_end
Clarence Campbell,87957915,21,15,32,0,4,2,5,5,3,60,69,74,beginner_data_science
Marilyn Perry,9297788,31,51,26,2,4,2,9,3,6,60,78,55,advanced_backend
Betty Edwards,81463626,34,34,53,4,3,3,7,4,4,70,80,79,beginner_backend
Whitney Tidmore,96722412,70,34,54,3,5,2,3,4,3,58,43,46,beginner_front_end
Marie Bledsoe,94719153,11,37,82,6,2,8,0,0,4,49,83,75,beginner_data_science
Jeffery Cook,91051166,22,61,20,5,6,0,0,11,0,70,67,67.1104446,beginner_backend
Wendell Gilman,9131035,8,45,68,1,5,2,3,4,1,82,48,72,advanced_front_end
Emily Mischler,21933738,42,62,17,2,2,0,1,3,3,80,50,32,beginner_front_end
Henriette Mann,55614275,80,0,0,7,4,5,1,6,6,71,71,93,advanced_backend
Alberto Jording,28494005,10,55,32,4,1,6,7,0,5,85,86,65,advanced_backend
Don Hervey,55092367,33,62,0,6,3,4,5,8,2,66,41,56,advanced_data_science
Joseph Stanford,49031995,35,32,33,7,10,6,7,6,5,90,92,82,beginner_front_end
John Wise,53967292,0,71,70,4,1,3,4,8,6,61,74,74,advanced_front_end
Dottie Propes,62726929,63,57,9,7,1,7,4,5,4,54,67,80,advanced_data_science
Elizabeth Kitts,75078244,40,58,33,7,3,6,3,5,0,62,63,59,advanced_data_science
Linda Myers,76048199,70,6,41,3,6,6,5,6,2,62,71,80,beginner_front_end
Ellen Strother,39377650,31,56,26,5,4,1,5,5,2,73,65,72,beginner_backend
Charlotte Cruz,95575354,76,19,14,6,6,4,2,4,4,71,59,61,beginner_front_end
Isaac Teague,39145924,31,13,55,2,3,4,1,6,4,51,70,57,advanced_front_end
Miranda Ponds,42541622,61,0,30,3,5,7,3,4,0,71,66,84,beginner_front_end
Alice Garza,85684701,28,52,36,5,3,2,6,0,1,88,69,76,advanced_backend
Barbara Cummings,70365371,54,52,22,6,3,3,6,7,2,53,56,76,beginner_backend
Kenny Ray,12435044,50,97,36,5,7,4,7,4,2,69,70,58,advanced_front_end
Darren Glaser,79869300,19,71,5,4,3,1,2,4,4,92,62,38,beginner_front_end
Fred Craft,39254827,16,63,43,4,3,1,4,6,5,66,79,93,advanced_front_end
Lester Brewster,34705286,4,10,59,3,0,4,3,4,2,37,52,56,beginner_data_science
Gilbert Martz,40496371,86,59,12,3.698608191,7,3,3,0,5,52,59,39,beginner_front_end
Anne Branch,84379347,46,26,76,4,2,4,3,0,5,49,85,73,beginner_data_science
Donna Remis,39931423,16,8,27,2,0,5,4,3,8,100,100,71,advanced_backend
Dorothy Clem,45301271,67,30,41,1,5,0,6,6,3,70,64,75,beginner_data_science
Sharon Rogers,61550751,30,54,15,7,5,6,4,0,3,85,68,59,advanced_backend
Jason Gotay,98459053,7,58,58,1,6,4,4,4,1,85,55,56,advanced_front_end
James Hand,69533612,29,38,70,4,3,1,6,2,5,72,90,84,beginner_backend
Mark Bradford,26457802,50,65,28,4,6,3,5,3,3,70,78,73,advanced_front_end
Weldon Carpenter,70420896,14,20,15,0,3,7,0,5,4,0,72,92,beginner_data_science
Aaron Kerr,32919428,33,72,15,5,4,6,3,0,2,73,63,60,advanced_backend
Jose Jean,41385166,53,46,40,2,7,2,5,4,1,79,72,74,advanced_front_end
Robert Double,4653307,29,62,39,6,5,7,3,3,6,67,71,72,advanced_backend
Marie Gallinari,42553317,29,42,25,3,2,4,4,5,5,58,74,78,beginner_backend
James Brocato,11368792,46,58,44,5,7,3,5,8,5,80,59,57,beginner_front_end
Janet Salcedo,91779882,7,66,9,0,3,0,0,3,5,0,62,25,beginner_front_end
Albert Mcgown,30462870,22,51,29,8,3,10,6,6,8,76,61,37,advanced_backend
Robert Robinson,85894901,24,40,36,5,2,5,2,2,4,44,79,81,beginner_data_science
Christine Lupez,75011308,69,49,51,4,0,1,9,9,0,52,64,81,beginner_backend
Matthew Pruitt,68579535,5,54,46,3,6,3,3,5,5,57,94,56,advanced_front_end
Sterling Murelli,40414274,41,48,79,4,2,3,2,5,2,74,60,66,advanced_front_end
John Barger,23730802,53,48,51,4,2,2,6,6,2,66,64,75,beginner_backend
Sandra Coffey,59308057,53,36,43,4,4,6,2,5,3,43,65,24,advanced_front_end
Jackie Katz,31719107,62,57,59,4,6,7,3,5,1,64,100,91,beginner_data_science
Marlon Morataya,83094355,5,41,3,6,5,6,7,1,6,76,78,57,advanced_backend
Stephen Clark,58229318,0,17,46,0,8,6,1,6,4,86,71,63,beginner_backend
Mike Pelletier,49712278,67,37,62,5,5,6,3,3,1,56,59,58,advanced_data_science
Geraldine Templeton,3499420,40,43,23,6,3,5,0,4,2,54,60,62,advanced_data_science
Troy Hoare,77665222,16,1,59,2,1,5,3,3,2,53,75,68,beginner_data_science
Erwin Godfrey,70108363,70,1,34,1,5,6,0,9,0,63,33,71,beginner_front_end
Patricia Thorne,38747475,43,62,37,4,3,7,2,6,5,52,73,64,advanced_backend
Daniel Buxton,25969761,29,25,61,2,1,4,6,3,1,34,85,64,beginner_data_science
William Cameron,69092279,0,0,78,5,0,6,5,0,3,59,0,47,beginner_data_science
Jerome Lozon,51540733,48,0,40,3,5,5,3,9,3,74,62,80,beginner_front_end
Rebecca Scott,6545357,0,54,66,4,4,2,3,8,5,52,83,62,beginner_backend
Joellen Larson,88318171,82,22,36,5,7,7,2,7,2,62,61,74,beginner_front_end
Erin Ooten,39411617,54,20,41,3,6,6,1,7,1,65,50,67,beginner_front_end
Dewey Guinyard,81459087,23,32,54,2,4,0,5,4,6,73,87,87,beginner_backend
Christina Caywood,68090774,26,38,18,2,4,8,3,5,2,59,68,74,beginner_data_science
Carolyn Warren,45133690,8,24,38,3,7,4,0,5,5,82,67,64,beginner_backend
Herbert Dowell,84194351,6,64,44,3,1,3,5,4,1,60,77,84,advanced_backend
Elba Gross,55229669,8,45,3,1,5,0,1,3,0,84,98,67.1104446,beginner_front_end
Tabitha Holman,61169486,47,51,34,7,3,5,2,7,5,85,54,54,beginner_front_end
Dorothy Homan,93193977,34,46,74,6,2,8,3,0,3,59,81,64,beginner_data_science
Harold Hathaway,53546495,38,87,60,5,8,1,4,2,0,82,60,57,advanced_front_end
Etta James,96184080,55,58,28,5,7,0,1,4,5,72,65,90,beginner_data_science
Mary Scott,11520232,74,58,42,6,6,3,2,3,2,59,80,44,advanced_front_end
Joanne Kelly,92247841,58,38,38,4,5,1,7,7,2,55,64,62,advanced_data_science
Ella Dahl,35121894,36,41,21,8,5,7,4,2,7,79,66,67,advanced_backend
Raymond Mccombs,11838484,50,55,57,3,4,5,3,6,4,57,58,71,advanced_data_science
Thomas Bouldin,6893826,55,16,29,1,6,0,4,4,5,82,56,77,beginner_data_science
Trina Bernard,72792295,38,12,25,1,2,2,0,4,2,65,43,52,beginner_front_end
Kimberly Ray,41382887,60,49,55,5,4,6,5,4,4,41,71,77,advanced_data_science
Robert Rodriguez,2153563,0,13,66,1,8,6,2,4,6,79,85,74,beginner_backend
Cathryn Turner,66325845,32,47,52,3,5,0,2,10,0,87,74,67.1104446,beginner_backend
Chris Urbancic,93361993,33,45,52,2,3,7,2,5,1,42,90,81,beginner_data_science
Saundra Sawicki,117091,11,10,39,2,2,7,2,2,2,47,56,70,beginner_data_science
Cherrie Gehringer,17622122,56,37,21,6,4,5,3,4,6,72,74,69,advanced_backend
Clarence Ropp,58357088,41,57,48,2,10,4,5,3,1,72,70,41,advanced_front_end
Mary Courtney,82154530,47,48,48,4,5,3,4,5,0,70,47,47,advanced_data_science
James Heller,24162299,75,12,57,5,2,6,0,2,3,55,64,76,advanced_data_science
William Jones,67134545,77,23,35,3,3,6,1,8,3,60,33,60,beginner_front_end
Clara Leingang,60126105,8,49,46,6,6,0,4,6,8,89,74,47,beginner_front_end
Ruth Ebeid,67000034,47,58,38,1,1,3,7,2,7,79,75,82,advanced_backend
Brian Salgado,97475207,31,72,23,5,3,3,7,6,3,60,55,78,advanced_data_science
Susan Foster,49705912,35,54,66,3,6,6,5,7,2,76,59,46,advanced_front_end
Janice Andrzejewski,63043520,54,68,7,5,2,4,4,6,0,68,58,66,beginner_backend
Marshall Musigdilok,87440130,60,49,0,8,2,7,3,7,2,49,58,47,advanced_data_science
Lyda Halasz,79346045,38,67,13,4,5,3,5,7,0,62,46,48,advanced_data_science
David Sammon,5386220,31,14,48,3,5,4,0,5,2,61,68,45,advanced_front_end
Luella Carlson,63776758,63,28,33,3,2,7,2,6,9,69,83,88,advanced_backend
Donald Vernon,31317471,67,43,20,7,7,6,5,4,5,71,63,59,beginner_front_end
Michelle Barker,41160604,9,82,65,4,4,1,4,6,5,68,88,88,advanced_front_end
James Breden,61367370,15,18,71,1,6,3,1,5,1,75,82,49,advanced_front_end
Paul Wellington,33566733,57,19,37,6,5,4,2,1,0,57,51,63,advanced_data_science
Jodi Overstreet,43171923,24,57,17,2,0,1,0,3,0,82,30,32,beginner_front_end
Leonard Starnes,26335550,57,35,50,7,2,8,0,1,2,68,54,82,advanced_data_science
Sidney Shaffer,10519835,44,39,76,3,5,1,4,4,2,62,57,49,beginner_front_end
Natalie Robinson,33692290,41,63,16,4,4,3,0,5,3,86,72,64,beginner_backend
Randi Schiro,47964859,3,13,62,1,3,1,3,8,1,80,71,84,beginner_backend
Ramon Branch,71917544,43,20,60,3,9,4,7,6,2,69,81,80,beginner_front_end
Debra Pesso,97337725,41,44,27,6,5,3,4,1,0,66,62,81,advanced_data_science
Nicolas Sanches,20923523,46,82,3,8,0,8,3,2,5,62,58,96,advanced_data_science
Travis Roussel,992203,44,46,57,5,6,3,2,1,1,67,65,91,advanced_data_science
Roger Ford,58188118,22,1,85,3,0,1,0,7,5,28,67,56,advanced_front_end
Joseph Copeland,65445056,98,120,7,6,0,1,0,7,1,50,57,76,beginner_backend
Brian Caldwell,82563002,25,69,9,3,1,3,4,2,2,85,73,65,beginner_backend
Susan Henry,45605265,57,13,56,4,6,6,7,6,3,71,50,76,beginner_front_end
Bertha Telleria,79430892,35,25,37,2,3,5,6,5,1,65,80,66,beginner_data_science
Waylon Douglas,17203671,21,51,1,4,4,4,4,6,2,72,64,78,beginner_backend
John Morris,98687430,10,34,70,9,2,4,0,0,6,43,49,66,advanced_data_science
Willie Mccarty,46235123,45,62,37,4,4,4,3,7,2,67,47,55,advanced_data_science
Mildred Walker,76110532,10,31,4,2,6,5,2,7,0,86,50,51,beginner_backend
Forrest Flowers,55645817,50,74,25,3,3,3,6,7,4,65,50,79,advanced_data_science
Basil Herrera,76848377,28,45,0,4,3,1,2,6,4,98,68,50,beginner_front_end
Ray Streiff,49782450,100,0,40,3,7,7,4,4,1,44,52,75,beginner_front_end
Charlene Munoz,68935098,44,26,65,2,4,4,3,6,4,56,64,55,advanced_front_end
Maria Samuel,32068440,9,26,42,3,1,11,0,1,2,34,76,71,beginner_data_science
Elizabeth Beebe,57576351,24,49,16,3,8,1,4,8,3,87,85,61,beginner_front_end
Valerie Horne,50096215,50,83,60,2,1,4,5,3,5,57,72,71,advanced_backend
Penny Morales,59840980,40,56,24,3,5,4,3,7,1,76,66,71,beginner_backend
Vicky Moore,61539107,10,43,27,4,2,5,6,2,6,89,87,66,advanced_backend
Hugh Garcia,10594703,8,47,48,2,3,1,3,6,5,72,84,88,advanced_front_end
Shari Goris,43428446,59,30,11,3,2,5,2,8,4,79,37,58,beginner_front_end
Nicole Nelson,32773055,45,44,48,5,9,2,4,3,3,55,56,78,beginner_data_science
Sherry Rodgers,55954926,49,70,50,5,2,3,4,6,1,66,81,85,beginner_backend
Christine Daniel,481333,74,32,36,4,6,4,3,7,2,45,51,45,advanced_data_science
Su Selman,53969094,16,33,17,4,4,2,6,0,3,83,95,66,advanced_backend
Jennifer Mcduffie,2958964,33,23,26,0,1,6,5,6,2,59,71,65,beginner_data_science
Cindy Morton,609286,18,5,63,2,4,3,8,7,0,78,58,80,beginner_backend
Babara Quintanar,32280457,26,46,36,4,4,3,3,4,4,75,79,77,beginner_backend
Vivian Troy,47097326,30,47,54,1,5,3,4,5,1,81,47,72,advanced_front_end
Jason Kimbrough,14526128,2,21,73,1,2,0,0,5,2,53,67,76,advanced_front_end
Michael Sikes,27478055,66,60,5,3,5,4,4,1,6,56,73,62,advanced_backend
Rebecca Alliston,81204988,26,54,24,3,2,3,2,4,5,60,64,69,beginner_backend
Brenda Peter,40159137,47,12,47,4,4,4,0,0,2,62,49,73,advanced_data_science
Lakesha Marlow,50944304,60,61,44,6,2,2,7,6,0,75,81,76,beginner_backend
Gordon Lyman,45588807,28,64,36,5,4,8,3,4,6,52,68,64,advanced_backend
Christopher Loewen,7554784,46,56,38,5,5,6,0,1,4,54,74,90,beginner_data_science
Marshall Thomas,40819856,24,31,45,1,2,4,4,3,5,78,86,73,beginner_backend
Chester Thomas,43291187,20,24,74,1,2,5,0,2,5,63,79,85,beginner_data_science
Shirley Stokes,75781398,49,59,26,7,6,6,4,4,5,56,58,61,advanced_backend
Fritz Hamilton,73218372,17,60,0,2,3,5,4,2,5,81,89,66,beginner_backend
Brenda Mijangos,58914364,55,53,32,3,3,1,5,3,3,56,79,74,advanced_backend
Brian Pinto,61231303,64,32,10,2,8,5,4,6,3,70,81,69,beginner_front_end
Lucas Hofheimer,7340672,54,36,46,4,2,4,1,8,5,59,46,73,advanced_front_end
Norberto Montalvan,85821422,41,100,4,10,2,6,7,5,1,71,61,85,advanced_data_science
Robert Dunn,90671879,48,44,23,2,1,3,8,1,8,86,76,69,advanced_backend
Christina Pyle,78076642,20,64,15,3,5,5,2,2,5,74,77,57,beginner_backend
Pamela Alvarado,27981942,45,43,47,4,6,2,0,4,5,78,62,83,beginner_data_science
Cory Simpson,87968518,105,97,57,5,0,0,5,7,2,52,81,96,beginner_backend
Cindy Hinkle,33864482,18,8,78,2,1,3,1,8,4,50,43,69,beginner_backend
Chad Walker,14125752,13,20,60,4,3,5,2,1,4,60,66,69,beginner_data_science
Sharon Green,75840198,39,34,12,2,6,2,3,2,3,73,70,57,beginner_front_end
Johnny Woodward,30659399,14,57,0,7,3,4,2,6,0,73,57,67,advanced_data_science
Thelma Campbell,39538234,26,33,40,3,1,5,7,5,11,85,94,59,advanced_backend
Gladys Lasley,17966440,18,71,33,3,8,2,5,5,4,66,92,72,advanced_front_end
Karen Sanches,90007226,34,0,0,9,7,5,3,6,9,73,85,100,advanced_backend
Hilda Smith,12246975,40,22,19,4,2,4,5,2,6,91,83,86,advanced_backend
Alton Petrowski,69755865,55,88,27,6,2,4,7,0,7,71,100,77,beginner_backend
Sean Horton,60757745,58,52,49,4,6,4,6,5,2,65,74,74,beginner_data_science
Jack Rosenow,1466376,21,40,31,2,5,4,2,6,2,84,71,71,beginner_backend
Ronald Farr,57935988,12,23,36,1,0,0,2,3,2,77,58,53,beginner_front_end
Sharon Lussier,45945162,40,50,23,3,5,3,0,7,2,76,52,50,beginner_front_end
Patricia Uren,23426116,35,56,91,9,1,7,3,0,4,62,68,57,beginner_data_science
Claudia Mcallister,7849130,59,49,55,5,4,5,3,5,2,58,62,61,advanced_data_science
Mary Garing,2013867,55,36,57,6,3,8,1,4,2,51,65,59,advanced_data_science
Cynthia Torres,54215815,19,48,9,2,5,4,1,8,2,74,70,73,beginner_backend
Joseph Hagerman,10834093,37,31,40,5,4,0,6,3,7,62,74,77,beginner_backend
Zoe Ledbetter,22617700,43,84,35,2,2,6,3,10,3,70,48,48,advanced_data_science
Jeffery Giordano,55415522,22,51,32,3,6,1,2,4,3,83,71,51,beginner_front_end
Eveline Lewis,70718097,48,40,1,7,4,2,7,2,2,63,41,93,advanced_backend
John Schlosser,40143059,4,51,48,1,4,1,3,6,2,72,54,87,advanced_front_end
Yan Perez,66263088,47,33,24,2,4,3,3,5,2,53,44,74,beginner_data_science
Juan Swanson,60954949,70,13,25,5,3,6,2,2,1,53,43,60,beginner_front_end
Miguel Quinones,84297174,32,17,18,5,8,1,1,6,5,59,93,91,advanced_backend
Jeremiah Peterson,9293195,62,60,26,5,3,6,3,6,3,56,49,62,advanced_data_science
Marcia Campbell,78856114,25,73,37,3,5,3,7,6,5,63,83,85,advanced_front_end
Twyla Clark,26286451,44,12,36,4,3,3,4,6,2,71,70,71,beginner_front_end
Rebecca Stanley,81830565,34,60,24,3,4,1,0,6,2,83,54,40,beginner_front_end
Nichole Powell,6157614,35,50,44,6,1,6,3,5,4,76,63,86,advanced_backend
Thomas Guerra,63266055,64,14,15,3,6,4,5,7,5,69,51,66,beginner_front_end
Thomas Hernandez,56677276,0,0,43,1,2,7,4,3,1,62,57,60,beginner_data_science
Joseph Norman,83748142,59,72,37,6,4,0,5,6,0,73,79,67.1104446,beginner_backend
Robert Lopez,53537710,39,63,14,7,3,5,2,5,1,76,57,77,advanced_data_science
Joseph Villalta,85851613,64,84,0,5,0,2,5,2,7,52,84,84,beginner_backend
Donna Estep,27411575,0,15,9,4,5,1,9,2,1,71,100,56,advanced_backend
Barry Kawachi,30018818,34,12,48,2,2,2,3,7,2,76,38,58,beginner_front_end
Lori Shafer,19011922,36,46,29,0,2,7,4,3,2,76,68,50,beginner_backend
James Arreola,68840484,46,32,58,3,2,4,5,4,4,49,50,75,advanced_data_science
Jodie Caruthers,95045271,9,28,13,6,3,6,5,4,5,68,71,81,advanced_backend
Jean Yarnell,33338353,51,52,13,4,4,4,7,1,5,70,71,50,advanced_backend
Susie Cox,91425586,44,51,51,7,5,2,5,6,2,66,81,79,beginner_backend
Rachel Parker,59404069,53,74,32,7,3,6,4,0,2,71,48,99,advanced_data_science
Angela Derenzo,50801202,70,35,56,3,8,8,3,5,1,61,48,69,beginner_front_end
David Goodwin,72088332,55,37,26,3,0,1,7,4,4,67,75,81,advanced_backend
Thelma Barry,89022016,28,35,36,5,3,6,2,5,3,44,71,64,advanced_data_science
Orlando Devlin,80293049,32,39,39,2,7,2,2,5,2,50,71,56,advanced_front_end
Ronda Henesey,70578743,43,14,50,2,2,2,0,4,4,31,75,52,advanced_front_end
Imogene Menjivar,85085699,60,44,10,1,4,5,1,3,1,69,62,55,beginner_front_end
James May,25470558,39,35,59,3,1,6,2,6,3,55,52,41,advanced_front_end
Larry Warren,40505519,48,61,22,1,2,4,0,6,3,64,49,61,beginner_backend
William Lefler,35419354,46,55,16,7,1,5,3,7,1,71,44,51,advanced_data_science
Karen Cone,28221359,40,41,38,3,5,5,4,4,1,41,63,68,beginner_data_science
Yolanda Scott,70139091,1,72,44,7,4,7,7,4,4,59,62,47,advanced_backend
Russell Hernandez,59825595,63,62,72,4,3,4,4,3,3,57,82,66,beginner_data_science
Sarah Shireman,67933456,59,7,0,2,5,5,3,5,4,74,59,68,beginner_front_end
Linda Thompson,42089329,33,35,19,5,5,5,1,3,3,67,72,84,beginner_data_science
Thomas Selph,57700279,39,30,41,3,1,3,2,6,2,72,37,56,beginner_front_end
Loretta Watson,7187795,30,10,22,7,3,4,5,7,6,75,78,75,advanced_backend
Cassie Nielsen,5432101,24,27,22,5,2,6,0,5,1,54,72,55,advanced_data_science
Nancy Cornely,72082850,53,33,14,3,7,3,2,3,5,76,70,54,beginner_front_end
Elmo Mitchell,30805160,23,44,21,2,1,0,1,3,2,74,59,42,beginner_front_end
Valerie Smith,66418624,48,64,15,5,4,4,4,3,3,64,51,87,advanced_data_science
Beverly Mclaughlin,40028132,46,43.5522635,62,3,3,2,4,5,4,60,56,66,beginner_data_science
Crystal Taylor,13149945,96,43,30,7,2,5,4,8,2,60,39,50,beginner_data_science
Ann Cormany,66049863,15,52,28,5,3,8,4,5,5,57,78,55,advanced_backend
Jared Denson,85130036,8,6,60,0,1,9,3,5,0,60,82,66,beginner_data_science
Kathleen Mitchell,44781772,36,45,48,4,3,5,0,6,2,69,54,68,advanced_data_science
Susan Johnson,46688663,45,98,0,5,0,1,2,4,3,56,60,79,beginner_backend
David Dewitt,56266264,56,59,62,4,5,1,3,4,2,28,54,69,beginner_data_science
Josefa Sanchez,90165448,56,45,66,6,8,2,5,4,4,65,77,54,beginner_front_end
Martin Baker,75939215,50,48,43,5,0,0,6,5,3,63,73,87,beginner_backend
Beverly Shiba,46876303,12,30,32,4,4,6,0,5,4,78,95,99,beginner_data_science
Diane Rodriguez,86797087,13,19,64,3,2,6,3,1,3,63,80,72,beginner_data_science
Kip Eagle,58277391,56,71,34,3,7,2,1,8,2,71,46,40,beginner_front_end
Aisha Jensen,9874197,39,43,28,5,3,4,6,3,6,78,74,75,advanced_backend
Dawn Ayuso,37708073,24,50,57,3,6,4,1,4,2,49,69,30,advanced_front_end
Earnestine Chadbourne,70558226,59,41,19,0,4,3,1,6,3,65,40,46,beginner_front_end
Richard Watkins,7165757,65,42,50,4,4,4,1,6,3,62,62,74,advanced_data_science
Tracy Mazzella,52241588,56,42,0,4,5,3,8,3,5,57,61,56,advanced_backend
Kimberly Rentschler,37726503,37,54,12,5,3,4,5,3,2,73,55,59,beginner_backend
Oralia Tribble,69137416,0,39,51,3,5,6,3,6,4,70,73,50,advanced_front_end
Michael Bittner,71386472,37,27,55,4,6,5,1,4,3,51,79,26,advanced_front_end
Joan Hernandez,94984131,83,6,0,6,9,5,5,2,5,66,74,75,beginner_front_end
Christopher Sumlin,97654312,52,49,27,4,4,6,3,3,7,62,84,61,advanced_backend
Sara Caneles,45831510,65,29,39,2,6,3,3,5,3,57,61,63,beginner_front_end
Greg Buss,83245045,38,5,54,4,1,3,6,2,4,76,76,66,beginner_data_science
Mark Roy,97488702,17,33,69,4,2,6,3,0,4,63,60,56,beginner_data_science
Don Benson,14798551,35,76,0,6,5,1,2,4,2,72,67,64,beginner_backend
Doris Sumrall,3651170,19,28,80,4,4,2,5,6,1,75,65,80,beginner_backend
Robert Burrow,95602293,53,55,57,2,1,4,1,4,5,60,63,70,beginner_backend
Casey Murray,86982463,80,30,26,3,8,3,3,4,5,60,57,56,beginner_front_end
Will Cruson,64327534,43,40,26,3,6,3,2,4,3,46,57,83,beginner_data_science
Monica Figg,83105968,30,37,55,3,4,5,3,6,4,62,74,47,advanced_front_end
Marilyn Walsh,66629313,9,67,23,4,7,0,4,5,7,85,87,49,beginner_front_end
Betty Whitney,4556131,59,38,56,4,3,4,0,5,2,46,69,33,advanced_front_end
Dianne Gregory,34519839,69,108,0,6,2,4,1,5,1,64,70,63,beginner_backend
Micheal Magee,7705163,88,22,46,1,3,5,5,3,0,52,33,58,beginner_front_end
Charlene Fitzpatrick,89814924,37,16,3,1,7,1,0,3,5,81,60,100,beginner_data_science
Marva Sundahl,95570363,25,35,47,6,5,2,4,7,3,82,77,63,beginner_front_end
Vida Calkins,64470043,30,43,48,3,5,2,6,9,0,81,84,91,beginner_backend
Mary Kissinger,74714625,45,32,0,4,7,4,3,5,4,85,77,68,beginner_front_end
Dominick Reed,6068436,3,29,24,5,0,7,6,1,7,100,82,89,advanced_backend
Ernest Haynes,29412263,41,39,0,4,7,4,1,7,4,91,73,56,beginner_front_end
Robert Seager,70138482,53,58,0,8,2,7,1,5,1,64,62,75,advanced_data_science
Sandra Williams,78774846,61,58,4,7,1,6,4,5,5,53,42,74,advanced_data_science
Nicole Laudenslager,71057953,4,81,80,4,2,3,3,7,4,51,65,57,advanced_front_end
Steven Lipsitz,25598927,0,68,33,4,3,4,9,0,3,73,71,59,advanced_backend
Deborah Hernandez,86250254,27,14,58,4,3,4,7,2,3,68,78,63,beginner_data_science
Martin Graham,57841227,85,40,12,3,3,6,3,6,4,65,30,49,beginner_front_end
Greg Yates,89191214,25,38,54,5,4,4,1,1,4,46,59,72,beginner_data_science
Dorothy Parra,23396299,45,66,42,5,3,6,4,5,5,55,57,81,advanced_backend
Gabrielle Collins,713265,45,31,49,2,6,2,3,4,2,50,60,62,advanced_front_end
Mary Pacheco,49917112,79,33,38,7,3,4,1,2,1,77,43,76,advanced_data_science
Evelyn Putnam,84689263,36,57,31,6,3,10,3,4,5,62,70,47,advanced_backend
