NAME,USER_ID,HOURS_DATASCIENCE,HOURS_BACKEND,HOURS_FRONTEND,HOURS_IA,HOURS_BDD,NUM_COURSES_BEGINNER_DATASCIENCE,NUM_COURSES_BEGINNER_BACKEND,NUM_COURSES_BEGINNER_FRONTEND,NUM_COURSES_BEGINNER_IA,NUM_COURSES_BEGINNER_BDD,NUM_COURSES_ADVANCED_DATASCIENCE,NUM_COURSES_ADVANCED_BACKEND,NUM_COURSES_ADVANCED_FRONTEND,NUM_COURSES_ADVANCED_IA,NUM_COURSES_ADVANCED_BDD,AVG_SCORE_DATASCIENCE,AVG_SCORE_BACKEND,AVG_SCORE_FRONTEND,AVG_SCORE_IA,AVG_SCORE_BDD,PROFILE,FAV_COURS,HAT_COURS
Robert Lopez,53537710,39,63,14,35.40805296,50.71427922,7,3,5,2,2,2,5,1,1,2,76,57,77,74.13660903,2.54206963,intermediate_backend,BACKEND,BDD
Joseph Villalta,85851613,64,84,0,60.39690194,43.46279186,5,0,2,1,1,5,2,7,1,1,52,84,84,21.0403373,4.580360401,intermediate_backend,BACKEND,BDD
Donna Estep,27411575,0,15,9,0,10.2781612,4,5,1,2,0,9,2,1,1,1,71,100,56,42.25432414,57.96270416,intermediate_backend,BACKEND,IA
Barry Kawachi,30018818,34,12,48,17.72962772,10.97627785,2,2,2,2,1,3,7,2,2,2,76,38,58,75.89449356,14.18548824,intermediate_datascience,DATASCIENCE,BDD
Lori Shafer,19011922,36,46,29,35.18308469,24.89399619,0,2,7,2,1,4,3,2,0,2,76,68,50,52.16404021,16.05200502,intermediate_backend,BACKEND,BDD
James Arreola,68840484,46,32,58,34.83626953,16.10221032,3,2,4,1,1,5,4,4,2,1,49,50,75,25.20848995,16.00590634,intermediate_frontend,FRONTEND,BDD
Jodie Caruthers,95045271,9,28,13,1.455042926,8.138539398,6,3,6,1,0,5,4,5,2,1,68,71,81,22.02456784,68.08551829,intermediate_backend,BACKEND,IA
Jean Yarnell,33338353,51,52,13,24.32190543,15.87007939,4,4,4,2,1,7,1,5,0,0,70,71,50,68.3518926,22.83129437,intermediate_backend,BACKEND,BDD
Susie Cox,91425586,44,51,51,31.60657172,40.62364537,7,5,2,1,2,5,6,2,0,2,66,81,79,19.39254446,29.3085726,intermediate_backend,BACKEND,IA
Rachel Parker,59404069,53,74,32,13.10903674,33.22816417,7,3,6,0,2,4,0,2,2,1,71,48,99,8.223561554,21.66317487,intermediate_frontend,FRONTEND,IA
Angela Derenzo,50801202,70,35,56,44.84306285,5.723417301,3,8,8,0,2,3,5,1,0,1,61,48,69,56.47729997,7.72156934,intermediate_datascience,DATASCIENCE,BDD
David Goodwin,72088332,55,37,26,36.66302635,3.497564268,3,0,1,2,0,7,4,4,2,0,67,75,81,21.37274971,29.20002936,intermediate_datascience,DATASCIENCE,BDD
Thelma Barry,89022016,28,35,36,4.555592827,16.55220409,5,3,6,1,1,2,5,3,0,1,44,71,64,25.91109056,45.90539378,intermediate_backend,BACKEND,IA
Orlando Devlin,80293049,32,39,39,18.08273,18.13324592,2,7,2,0,2,2,5,2,2,2,50,71,56,32.2951819,18.40473366,intermediate_backend,BACKEND,BDD
Ronda Henesey,70578743,43,14,50,33.17995717,9.148415895,2,2,2,2,1,0,4,4,0,2,31,75,52,8.08811514,46.71900096,intermediate_frontend,FRONTEND,IA
Imogene Menjivar,85085699,60,44,10,29.93373987,20.72696902,1,4,5,0,0,1,3,1,1,2,69,62,55,29.21493927,15.17353068,intermediate_datascience,DATASCIENCE,BDD
James May,25470558,39,35,59,0.472021554,5.021649645,3,1,6,2,2,2,6,3,0,0,55,52,41,8.551625694,40.90777578,intermediate_frontend,FRONTEND,IA
Larry Warren,40505519,48,61,22,0.433846516,30.97597597,1,2,4,2,0,0,6,3,2,0,64,49,61,56.61090977,45.93539076,intermediate_datascience,DATASCIENCE,IA
William Lefler,35419354,46,55,16,16.42334982,49.87341721,7,1,5,2,1,3,7,1,0,2,71,44,51,41.50150594,19.55446689,intermediate_datascience,DATASCIENCE,IA
Karen Cone,28221359,40,41,38,37.04776274,6.537097876,3,5,5,0,1,4,4,1,0,1,41,63,68,36.5010589,60.70224262,intermediate_frontend,FRONTEND,BDD
Yolanda Scott,70139091,1,72,44,0.22867678,49.66233415,7,4,7,2,0,7,4,4,2,1,59,62,47,15.1701659,41.19166067,intermediate_backend,BACKEND,IA
Russell Hernandez,59825595,63,62,72,39.9649124,36.81927443,4,3,4,2,1,4,3,3,0,1,57,82,66,36.13750243,58.35431327,intermediate_backend,BACKEND,IA
Sarah Shireman,67933456,59,7,0,13.10247637,5.240100087,2,5,5,0,1,3,5,4,1,2,74,59,68,16.12896893,30.16915734,intermediate_datascience,DATASCIENCE,IA
Linda Thompson,42089329,33,35,19,10.61510966,5.27100957,5,5,5,2,1,1,3,3,1,2,67,72,84,19.36623879,16.37697357,intermediate_backend,BACKEND,BDD
Thomas Selph,57700279,39,30,41,33.07364149,28.24816011,3,1,3,0,1,2,6,2,1,2,72,37,56,26.00276501,34.76986039,intermediate_datascience,DATASCIENCE,IA
Loretta Watson,7187795,30,10,22,21.86584327,6.209664278,7,3,4,2,0,5,7,6,1,0,75,78,75,41.20687501,75.64741824,intermediate_datascience,DATASCIENCE,IA
Cassie Nielsen,5432101,24,27,22,2.289582656,22.87092072,5,2,6,1,0,0,5,1,0,0,54,72,55,30.0119771,60.62250848,intermediate_backend,BACKEND,IA
Nancy Cornely,72082850,53,33,14,22.72120711,8.138023201,3,7,3,1,1,2,3,5,1,2,76,70,54,15.22505711,32.44577068,intermediate_datascience,DATASCIENCE,IA
Elmo Mitchell,30805160,23,44,21,0.670904564,32.53416713,2,1,0,0,1,1,3,2,0,2,74,59,42,3.409195935,10.10182517,intermediate_backend,BACKEND,IA
Valerie Smith,66418624,48,64,15,23.08272704,49.98596508,5,4,4,2,0,4,3,3,1,1,64,51,87,49.41427143,4.574477704,intermediate_backend,BACKEND,BDD
Beverly Mclaughlin,40028132,46,43.5522635,62,30.47196454,17.30920571,3,3,2,0,2,4,5,4,1,0,60,56,66,31.56311453,28.25488598,intermediate_frontend,FRONTEND,BDD
Crystal Taylor,13149945,96,43,30,11.37625187,16.50999847,7,2,5,2,2,4,8,2,2,1,60,39,50,18.79519323,11.90376721,intermediate_datascience,DATASCIENCE,BDD
Ann Cormany,66049863,15,52,28,4.333274084,34.20540578,5,3,8,0,1,4,5,5,0,2,57,78,55,3.007298674,66.83099329,intermediate_backend,BACKEND,IA
Jared Denson,85130036,8,6,60,3.182693004,0.560446091,0,1,9,1,1,3,5,0,0,2,60,82,66,6.275726957,44.58982933,intermediate_frontend,FRONTEND,IA
Kathleen Mitchell,44781772,36,45,48,33.10311689,33.10308676,4,3,5,0,2,0,6,2,0,0,69,54,68,29.2268802,49.71815466,intermediate_frontend,FRONTEND,IA
Susan Johnson,46688663,45,98,0,44.69647569,4.202902464,5,0,1,1,2,2,4,3,2,0,56,60,79,27.09464979,43.51837575,intermediate_backend,BACKEND,BDD
David Dewitt,56266264,56,59,62,2.515032744,11.24482777,4,5,1,1,0,3,4,2,0,1,28,54,69,10.56922301,24.41973959,intermediate_frontend,FRONTEND,IA
Josefa Sanchez,90165448,56,45,66,42.61644372,29.88646908,6,8,2,1,1,5,4,4,2,1,65,77,54,36.82320599,57.2184813,intermediate_backend,BACKEND,IA
Martin Baker,75939215,50,48,43,18.58620332,4.71953602,5,0,0,0,0,6,5,3,0,0,63,73,87,51.28582139,70.67029855,intermediate_frontend,FRONTEND,IA
Beverly Shiba,46876303,12,30,32,4.709498235,29.15526274,4,4,6,0,1,0,5,4,1,2,78,95,99,52.81596872,53.47375762,intermediate_frontend,FRONTEND,IA
Diane Rodriguez,86797087,13,19,64,9.805444654,16.49952798,3,2,6,1,1,3,1,3,2,0,63,80,72,54.62241423,25.12777956,intermediate_frontend,FRONTEND,BDD
Kip Eagle,58277391,56,71,34,51.4318802,44.4674656,3,7,2,0,0,1,8,2,2,1,71,46,40,43.72254739,17.10309678,intermediate_datascience,DATASCIENCE,BDD
Aisha Jensen,9874197,39,43,28,37.08621519,35.21947059,5,3,4,2,1,6,3,6,2,0,78,74,75,8.192696762,45.90582017,intermediate_datascience,DATASCIENCE,IA
Dawn Ayuso,37708073,24,50,57,13.85094206,44.37900243,3,6,4,1,2,1,4,2,0,1,49,69,30,7.347393481,67.05309986,intermediate_backend,BACKEND,IA
Earnestine Chadbourne,70558226,59,41,19,21.0701484,10.63850163,0,4,3,2,2,1,6,3,1,1,65,40,46,25.38359083,18.88259233,intermediate_datascience,DATASCIENCE,BDD
Richard Watkins,7165757,65,42,50,51.19069058,35.67528669,4,4,4,1,0,1,6,3,2,1,62,62,74,17.60144883,43.95528706,intermediate_datascience,DATASCIENCE,IA
Tracy Mazzella,52241588,56,42,0,14.05607746,8.181338913,4,5,3,2,2,8,3,5,2,2,57,61,56,37.17795185,10.92967255,intermediate_datascience,DATASCIENCE,BDD
Kimberly Rentschler,37726503,37,54,12,20.87073907,22.32048226,5,3,4,1,1,5,3,2,0,1,73,55,59,45.68573991,34.12432988,intermediate_datascience,DATASCIENCE,BDD
Oralia Tribble,69137416,0,39,51,0,21.77212562,3,5,6,1,0,3,6,4,0,2,70,73,50,32.38167843,53.5737936,intermediate_backend,BACKEND,IA
Michael Bittner,71386472,37,27,55,24.29534973,19.275056,4,6,5,1,2,1,4,3,1,2,51,79,26,32.82539905,33.44377861,intermediate_backend,BACKEND,BDD
Joan Hernandez,94984131,83,6,0,19.95310977,0.180847906,6,9,5,0,0,5,2,5,2,0,66,74,75,60.13695924,47.08939911,intermediate_datascience,DATASCIENCE,BDD
Christopher Sumlin,97654312,52,49,27,9.962833178,14.23496123,4,4,6,2,0,3,3,7,2,2,62,84,61,30.48628783,19.07277464,intermediate_backend,BACKEND,BDD
Sara Caneles,45831510,65,29,39,59.68554063,17.64705385,2,6,3,1,1,3,5,3,2,2,57,61,63,19.79434291,28.02427986,intermediate_datascience,DATASCIENCE,BDD
Greg Buss,83245045,38,5,54,3.868539952,1.786843396,4,1,3,0,1,6,2,4,2,0,76,76,66,36.1941274,62.74392309,intermediate_frontend,FRONTEND,IA
Mark Roy,97488702,17,33,69,8.601284431,25.57582684,4,2,6,1,0,3,0,4,2,0,63,60,56,9.141811548,11.9787509,intermediate_frontend,FRONTEND,IA
Don Benson,14798551,35,76,0,7.729847404,49.52556425,6,5,1,2,2,2,4,2,1,1,72,67,64,7.011453203,5.967883364,intermediate_backend,BACKEND,IA
Doris Sumrall,3651170,19,28,80,0.739669303,6.563240704,4,4,2,1,2,5,6,1,2,2,75,65,80,30.79014423,45.26753558,intermediate_frontend,FRONTEND,IA
Robert Burrow,95602293,53,55,57,1.908997369,8.026093878,2,1,4,0,0,1,4,5,0,1,60,63,70,55.40403127,19.75236197,intermediate_frontend,FRONTEND,BDD
Casey Murray,86982463,80,30,26,14.01774177,18.87140981,3,8,3,1,0,3,4,5,2,2,60,57,56,51.77438642,27.82170399,intermediate_datascience,DATASCIENCE,BDD
Will Cruson,64327534,43,40,26,37.27112524,18.01869311,3,6,3,1,2,2,4,3,2,2,46,57,83,31.20067254,50.83423236,intermediate_frontend,FRONTEND,IA
Monica Figg,83105968,30,37,55,8.474362319,6.251410521,3,4,5,1,1,3,6,4,2,1,62,74,47,44.57169111,12.80331976,intermediate_backend,BACKEND,BDD
Marilyn Walsh,66629313,9,67,23,8.554132535,21.86707176,4,7,0,1,0,4,5,7,2,2,85,87,49,73.14716722,67.25286196,intermediate_backend,BACKEND,FRONTEND
Betty Whitney,4556131,59,38,56,34.31571529,11.51577644,4,3,4,0,1,0,5,2,2,2,46,69,33,42.11016953,34.96175538,intermediate_backend,BACKEND,BDD
Dianne Gregory,34519839,69,108,0,30.12637909,11.67825301,6,2,4,1,1,1,5,1,1,0,64,70,63,42.20370427,3.262956277,intermediate_backend,BACKEND,BDD
Micheal Magee,7705163,88,22,46,51.04781745,12.03199842,1,3,5,2,1,5,3,0,0,2,52,33,58,20.0696401,5.923118399,intermediate_datascience,DATASCIENCE,BDD
Charlene Fitzpatrick,89814924,37,16,3,19.11784025,12.21837814,1,7,1,2,0,0,3,5,1,1,81,60,100,11.94566303,29.7314927,intermediate_datascience,DATASCIENCE,IA
Marva Sundahl,95570363,25,35,47,18.96940634,20.14134111,6,5,2,1,2,4,7,3,0,2,82,77,63,0.567495875,17.29459718,intermediate_backend,BACKEND,IA
Vida Calkins,64470043,30,43,48,8.474881979,35.53052869,3,5,2,0,1,6,9,0,0,0,81,84,91,52.48190408,29.85599054,intermediate_frontend,FRONTEND,IA
Mary Kissinger,74714625,45,32,0,15.88726762,4.082193511,4,7,4,2,1,3,5,4,0,0,85,77,68,33.81432576,53.38043385,intermediate_datascience,DATASCIENCE,IA
Dominick Reed,6068436,3,29,24,2.682282908,12.63274388,5,0,7,1,2,6,1,7,2,0,100,82,89,7.967937187,69.49944512,intermediate_frontend,FRONTEND,IA
Ernest Haynes,29412263,41,39,0,38.80471704,23.76718904,4,7,4,1,2,1,7,4,1,1,91,73,56,25.35833133,32.17727049,intermediate_datascience,DATASCIENCE,BDD
Robert Seager,70138482,53,58,0,47.30558606,39.20809053,8,2,7,0,1,1,5,1,0,0,64,62,75,29.99900203,31.56637068,intermediate_backend,BACKEND,BDD
Sandra Williams,78774846,61,58,4,25.58632763,40.35560577,7,1,6,1,1,4,5,5,0,2,53,42,74,41.53033553,24.79932615,intermediate_datascience,DATASCIENCE,BDD
Nicole Laudenslager,71057953,4,81,80,3.121462012,59.04619959,4,2,3,0,0,3,7,4,2,2,51,65,57,16.05443799,11.03595962,intermediate_backend,BACKEND,IA
Steven Lipsitz,25598927,0,68,33,0,44.29722723,4,3,4,2,0,9,0,3,2,2,73,71,59,47.90532086,42.42072637,intermediate_backend,BACKEND,IA
Deborah Hernandez,86250254,27,14,58,13.43357601,1.319193245,4,3,4,1,2,7,2,3,1,2,68,78,63,2.936083829,63.11065427,intermediate_frontend,FRONTEND,IA
Martin Graham,57841227,85,40,12,17.39780927,27.8122271,3,3,6,0,1,3,6,4,0,1,65,30,49,62.55468732,26.85198893,intermediate_datascience,DATASCIENCE,BDD
Greg Yates,89191214,25,38,54,14.77825758,27.54174096,5,4,4,1,2,1,1,4,0,1,46,59,72,44.69745896,11.27428699,intermediate_frontend,FRONTEND,BDD
Dorothy Parra,23396299,45,66,42,8.376115399,65.56967567,5,3,6,1,2,4,5,5,0,2,55,57,81,29.05757444,48.82588818,intermediate_backend,BACKEND,IA
Gabrielle Collins,713265,45,31,49,14.92041146,21.49423554,2,6,2,2,0,3,4,2,1,2,50,60,62,32.87759977,52.53429938,intermediate_frontend,FRONTEND,IA
Mary Pacheco,49917112,79,33,38,67.54738593,22.66540306,7,3,4,1,2,1,2,1,2,0,77,43,76,58.87181278,32.80446311,intermediate_datascience,DATASCIENCE,BDD
Evelyn Putnam,84689263,36,57,31,7.454729132,29.34435754,6,3,10,0,0,3,4,5,2,1,62,70,47,60.16361083,57.33924315,intermediate_backend,BACKEND,IA
Donald Hamm,82852182,61,47,45,4.340655396,40.7923767,2,1,6,0,0,4,9,9,1,2,57,84,45,31.04334523,37.26012128,intermediate_backend,BACKEND,IA
Keith Garcia,61233235,24,70,16,1.656182223,69.77843334,4,2,0,0,2,0,4,5,2,0,61,67,71,46.07661737,65.07492484,intermediate_backend,BACKEND,IA
Randall Skinner,65920229,19,15,51,17.87490589,11.68567305,3,2,4,1,0,4,4,4,0,1,67,74,69,12.8884241,53.11978524,intermediate_frontend,FRONTEND,IA
Alexandra Shook,15800398,4,3,33,2.027681752,1.837501134,5,2,0,1,1,4,3,5,0,2,53,52,69,8.164225344,13.39121845,intermediate_frontend,FRONTEND,IA
Candace Cochrane,95483544,52,34,38,21.28942773,2.684464116,5,6,3,2,1,2,4,3,1,0,52,80,57,37.05093903,2.356124086,intermediate_backend,BACKEND,BDD
Karen Mistretta,52220488,83,24,59,67.30292222,17.44173916,5,2,7,1,0,2,2,4,2,1,45,71,80,41.57709437,12.45738012,intermediate_frontend,FRONTEND,BDD
William Hermann,29915131,100,0,37,83.58259279,0,3,7,9,0,1,6,3,1,1,1,44,57,93,24.97536521,42.51011855,intermediate_datascience,DATASCIENCE,BDD
Connie Henkhaus,60596576,78,74,28,25.91090058,57.39204294,5,4,1,0,2,8,8,4,1,1,58,43,79,31.00125863,37.07172248,intermediate_datascience,DATASCIENCE,IA
Victoria Dickey,33889978,20,10,44,13.87236115,1.245553884,3,4,1,2,0,2,5,4,2,2,80,61,61,45.69026665,5.336898729,intermediate_frontend,FRONTEND,BDD
Jason Cintron,56887921,73,38,47,56.29196556,24.841835,4,5,5,0,1,3,4,4,1,1,48,62,74,42.21774858,40.56170052,intermediate_datascience,DATASCIENCE,BDD
Susan Allen,23857161,17,61,10,11.12906168,18.0391582,4,3,0,0,0,0,5,5,0,2,53,46,83,42.40242065,16.97444531,intermediate_backend,BACKEND,BDD
Lois Calcote,68529150,51,65,33,7.731348815,49.41763082,2,7,3,0,2,1,4,2,1,2,71,50,41,56.91861969,29.38296363,intermediate_datascience,DATASCIENCE,IA
Boris Zecca,91493149,46,76,43,40.29062184,18.26842051,4,6,4,2,0,5,5,2,0,1,74,72,61,7.881234808,61.11334485,intermediate_backend,BACKEND,IA
Delbert Esperanza,96457141,44,24,50,23.72016032,16.41548824,4,5,4,2,1,2,3,3,0,2,65,71,62,49.3833861,30.38434301,intermediate_frontend,FRONTEND,BDD
Kevin Duffy,38062462,0,29,35,0,8.554795463,5,2,4,0,2,5,4,5,1,2,90,90,85,69.14698755,16.86870612,intermediate_frontend,FRONTEND,BDD
Elizabeth Dunkan,23110303,11,30,35,4.67751004,0.269828785,3,5,5,0,2,3,6,5,0,0,56,79,54,7.400752009,8.966488214,intermediate_backend,BACKEND,BDD
Milo Snyder,15230303,61,44,43,2.291836514,27.86774813,6,5,3,1,2,3,2,3,1,1,64,54,48,30.17528029,53.91586022,intermediate_datascience,DATASCIENCE,IA
Jim Porter,78776169,78,2,14,9.973610495,0.226538166,4,7,3,1,2,5,0,3,1,0,52,79,66,5.089550272,60.61913428,intermediate_datascience,DATASCIENCE,IA
Jerry Haynes,22629904,34,76,17,26.02858952,50.10615193,7,1,6,0,2,4,4,3,2,0,69,43,85,27.3944847,2.335090413,intermediate_backend,BACKEND,BDD
Shawn Flores,51558680,40,25,26,0.00046539,23.14023621,1,4,4,1,2,2,6,3,1,1,71,49,58,45.51141697,8.409099625,intermediate_datascience,DATASCIENCE,BDD
Dorothy Odaniel,53647121,22,18,38,9.164448227,17.44642682,1,2,2,0,2,5,6,3,0,2,59,68,67,12.87956409,46.58204755,intermediate_frontend,FRONTEND,IA
Richard Haywood,77205800,7,28,31,3.657571268,6.605846445,3,2,0,0,1,5,5,4,1,0,78,83,98,10.31047058,35.09388138,intermediate_frontend,FRONTEND,IA
Matthew Lesane,16035694,21,48,9,1.14732282,38.84415493,2,0,3,1,0,5,4,2,1,2,64,53,66,40.85063954,32.8945444,intermediate_backend,BACKEND,IA
Brenda Herron,56703965,87,19,2,84.65780018,6.717512261,2,9,7,2,0,3,1,5,2,2,52,65,62,42.99109656,36.72700887,intermediate_datascience,DATASCIENCE,BDD
Paula Laundree,57952051,55,13,3,12.43689322,11.70594195,6,4,3,2,0,4,8,5,2,0,54,73,79,8.332407654,11.46413527,intermediate_datascience,DATASCIENCE,IA
Kevin Kakani,61189772,58,92,20,17.64352574,72.44904031,8,2,1,2,2,2,4,5,0,2,49,79,81,44.30809819,34.71389278,intermediate_backend,BACKEND,IA
Rose Mcmillan,4060313,63,30,43,19.14837827,2.217651499,3,5,1,0,0,3,4,3,0,1,51,79,71,37.58839514,41.88290824,intermediate_datascience,DATASCIENCE,BDD
Mattie Odonnell,60090169,19,43,66,4.37791658,17.50689074,2,5,5,0,0,4,6,3,0,0,70,64,54,47.463149,28.05745531,intermediate_frontend,FRONTEND,BDD
Crystal Gilmore,62551230,44,77,0,0.064848172,25.9734726,4,6,4,2,0,0,5,5,0,2,73,58,60,8.830490167,27.89565771,intermediate_backend,BACKEND,IA
Danny Lee,23738216,8,105,72,5.834758353,82.44400718,5,4,3,2,2,6,6,4,2,0,83,65,73,77.16871786,64.30838001,intermediate_backend,BACKEND,IA
Colleen Smith,84078260,75,27,2,72.51341248,11.07771419,0,1,2,2,2,0,6,1,1,0,64.93900101,35,47,30.74651091,34.48049217,intermediate_datascience,DATASCIENCE,BDD
Margaret Davis,5755435,17,28,22,3.812989216,19.16847513,5,4,4,0,0,1,2,1,2,1,54,38,51,28.92257888,13.39598566,intermediate_frontend,FRONTEND,BDD
Pamela Minutillo,86352660,70,7,44,46.41330343,4.217046789,4,6,7,0,1,5,8,1,2,2,66,77,83,33.83376945,56.17001935,intermediate_datascience,DATASCIENCE,BDD
Michael Nagel,47445244,64,48,51,47.48136493,46.83065852,2,0,4,1,1,6,4,3,2,1,62,82,78,32.9262697,19.15948876,intermediate_backend,BACKEND,BDD
Thad Stewart,63867589,18,15,0,15.27165682,14.06677435,7,3,4,1,0,10,2,3,1,0,83,61,76,68.29799185,60.47868581,intermediate_datascience,DATASCIENCE,BDD
Elaine Jackson,500674,65,21,24,27.47089781,8.98168981,8,5,5,1,0,1,11,7,1,2,52,67,74,5.138050407,27.72168983,intermediate_datascience,DATASCIENCE,IA
Marion Miller,49446013,37,72,16,11.20844351,52.09763124,6,5,3,2,1,5,4,0,2,0,71,45,71,34.34989622,26.27336019,intermediate_backend,BACKEND,IA
Alesha Doman,71014945,58,43,37,18.86711777,35.66678404,4,3,4,0,0,5,7,5,1,2,51,69,69,31.31000375,26.30446646,intermediate_backend,BACKEND,IA
Melanie Robertson,86867152,46,37,67,32.78058132,33.25877289,6,2,4,1,0,5,1,3,2,1,56,57,56,6.594065043,8.926765266,intermediate_frontend,FRONTEND,IA
Lanita Bassford,48199649,26,19,3,21.23626613,1.294551012,6,6,2,1,2,8,2,5,2,0,73,72,83,42.41423553,11.08715155,intermediate_datascience,DATASCIENCE,BDD
Annie Sutter,44543213,71,30,5,12.89459171,9.062363978,2,7,6,1,2,2,4,5,0,2,65,50,54,33.0953202,46.96919538,intermediate_datascience,DATASCIENCE,IA
Joshua Woodward,80491175,71,46,78,26.33681158,14.73058188,6,2,2,1,1,8,5,3,2,1,55,71,85,12.24927496,39.2305595,intermediate_frontend,FRONTEND,IA
Hector Elliott,50006,75,47,19,67.64551476,20.41895971,5,4,2,2,0,5,5,3,2,1,57,59,64,14.6701568,57.32401237,intermediate_datascience,DATASCIENCE,BDD
Charles Holmes,23618014,41,64,49,33.07443431,10.83294405,5,7,1,0,2,4,3,1,2,0,69,91,54,5.947913292,36.66032771,intermediate_backend,BACKEND,IA
Fred Woody,14224613,38,12,0,37.4246193,5.954470559,12,8,7,0,0,2,3,4,0,1,74,59,87,52.20090892,27.97123653,intermediate_datascience,DATASCIENCE,BDD
Joyce Bankhead,10289790,15,29,50,11.3137239,19.23321549,2,2,7,0,2,0,1,3,1,2,47,66,74,6.971967871,14.40547814,intermediate_frontend,FRONTEND,IA
Douglas Chavarria,61989746,3,58,50,1.179585603,28.84710737,7,3,5,1,1,5,4,5,0,0,77,68,80,60.7497593,7.124784278,intermediate_frontend,FRONTEND,BDD
John Spalding,92333383,0,20,0,0,13.3158619,1,5,6,2,0,0,6,3,1,0,85,57,56,75.62219435,44.6218822,intermediate_datascience,DATASCIENCE,FRONTEND
Joanne Mcnamara,30597727,18,63,45,11.89825658,4.185822805,2,7,3,2,1,6,6,3,0,2,63,73,65,15.18981458,28.90759442,intermediate_backend,BACKEND,IA
Lisa Christie,76011453,3,17,66,0.235367449,14.89178464,0,3,6,2,2,1,5,3,1,1,57,52,37,14.83886351,40.90343077,intermediate_frontend,FRONTEND,IA
Janet Cox,65313014,78,47,35,42.47076281,44.13625203,4,3,2,0,2,0,4,4,0,2,54,38,39,6.647701733,17.01065886,intermediate_datascience,DATASCIENCE,IA
Robert Adami,80347540,56,70,33,39.72196639,43.25351969,4,3,4,0,2,4,8,4,2,2,65,54,68,35.15705969,49.94116499,intermediate_backend,BACKEND,IA
Lacey Collins,1207150,46,1,25,7.696779984,0.881390999,4,9,6,2,2,5,6,5,1,0,72,84,85,69.42327873,74.25906466,intermediate_datascience,DATASCIENCE,BDD
Neva Hartman,74000640,26,45,44,20.29642465,5.915070749,7,4,5,1,0,4,5,4,0,0,70,76,69,17.06098429,62.41014717,intermediate_backend,BACKEND,IA
Ron Sandefur,65038393,27,20,32,15.76186507,15.9489784,2,4,2,0,2,1,5,3.367830486,0,2,61,45,51,9.749064656,35.6958954,intermediate_datascience,DATASCIENCE,IA
Wanda Rauser,39177407,45,63,17,42.84998036,7.506336189,4,3,5,0,0,2,7,4,0,1,66,74,81,40.00509251,48.68631248,intermediate_backend,BACKEND,BDD
Elaine Riley,21493718,55,34,1,2.333226401,13.87234787,2,4,1,1,1,3,1,4,1,0,70,56,47,59.95719266,48.7664015,intermediate_datascience,DATASCIENCE,FRONTEND
Maria Salcedo,51080717,28,24,49,7.429131852,7.771644829,5,1,1,1,2,2,3,3,2,2,69,54,51,60.04693291,45.98074761,intermediate_frontend,FRONTEND,BDD
Paul Dunn,43852945,63,47,24,37.8978944,27.52281579,3,7,3,0,0,6,3,3,0,0,70,70,79,24.17971835,14.90279304,intermediate_datascience,DATASCIENCE,BDD
John Engel,57959256,30,51,17,8.896797366,15.3772413,3,5,1,1,0,1,5,4,1,1,88,46,43,69.23931035,32.05682409,intermediate_datascience,DATASCIENCE,BDD
Angela Whitcher,27878675,16,58,45,11.43078663,36.96419052,5,1,5,1,0,7,3,6,1,0,77,59,86,45.60982528,49.23223247,intermediate_frontend,FRONTEND,IA
Thomas Heller,84740981,0,19,10,0,6.980358494,9,5,9,1,2,6,5,8,2,1,70,71,73,51.30323146,52.91732593,intermediate_backend,BACKEND,IA
Frank Gilliland,87575492,41,69,95,4.203154527,59.39453629,8,4,5,1,0,2,0,3,2,1,47,70,56,31.81258982,1.192771337,intermediate_frontend,FRONTEND,IA
Sonja Georges,74013782,56,33,18,28.77585,20.91816673,1,5,2,1,1,3,6,3,2,2,73,63,57,9.319531914,38.90291358,intermediate_datascience,DATASCIENCE,IA
Christopher Reese,40629553,59,25,45,30.02454278,5.382457433,3,7,4,2,1,2,4,1,1,2,44,64,29,15.7299039,18.23523775,intermediate_datascience,DATASCIENCE,BDD
Jonathan Morison,51354072,0,45,71,0,15.12582399,4,2,5,0,1,0,6,4,1,1,47,72,34,35.8659289,55.71413587,intermediate_backend,BACKEND,IA
Alexandria Hancock,69769623,43,4,57,40.11576909,3.389683551,2,5,2,2,1,4,8,2,2,0,61,52,73,46.35462706,38.5066692,intermediate_frontend,FRONTEND,BDD
William Campbell,89646459,23,36,34,19.03264536,13.913271,4,7,2,2,1,4,3,5,0,2,81,67,52,9.888863566,7.289242279,intermediate_datascience,DATASCIENCE,BDD
Manuel Jimenez,9501614,39,45,92,27.19116589,24.11095795,5,3,6,2,0,3,2,2,2,1,41,62,54,18.94539649,20.69732621,intermediate_frontend,FRONTEND,BDD
Filiberto Hendricks,2415291,41,53,44,29.28739207,34.39392261,4,6,2,0,2,5,7,3,2,0,54,72,70,46.92505034,64.84013468,intermediate_backend,BACKEND,IA
Carol Mace,6372333,57,33,59,26.3178202,11.47771844,3,5,0,0,1,0,4,7,2,0,77,71,96,60.95131345,34.30844326,intermediate_frontend,FRONTEND,BDD
Darlene Mahraun,25595966,12,23,68,11.05193425,6.761508507,4,1,5,0,2,4,2,3,2,2,47,90,69,27.30344059,45.61757256,intermediate_frontend,FRONTEND,IA
